Gene,H1,H2,H3,H4,I1,I2,I3,I4
gene:ENSG00000068912,1081,995,1363,1857,4414,2734,1499,1181
gene:ENSG00000119737,0,0,0,0,0,0,0,0
gene:ENSG00000068878,3759,2810,4384,5666,5902,2502,2313,3351
gene:ENSG00000170634,6169,5102,6377,7336,7014,3295,3546,7135
gene:ENSG00000178021,52,17,30,40,42,39,13,49
gene:ENSG00000177994,785,635,652,849,725,406,479,785
gene:ENSG00000115306,7324,6761,15970,13060,18352,10190,7767,5844
gene:ENSG00000214595,3879,3127,3916,4362,3671,2463,2063,4446
gene:ENSG00000115310,7165,4721,6505,7486,11239,4280,4614,8704
gene:ENSG00000162994,787,669,907,1129,1074,563,608,979
gene:ENSG00000143947,7239,8798,21767,12404,21340,6567,6683,7228
gene:ENSG00000085760,961,904,1297,1139,2022,956,853,1042
gene:ENSG00000115355,4838,3323,3634,3654,5754,3237,3853,6080
gene:ENSG00000163001,608,609,969,794,1124,350,377,645
gene:ENSG00000275052,4010,2889,5878,5545,7615,3065,3104,3128
gene:ENSG00000138035,1540,1115,1854,1811,2276,1244,1802,1622
gene:ENSG00000115380,758,642,701,760,814,412,423,991
gene:ENSG00000055813,2460,1810,1867,2466,2170,1551,1441,2604
gene:ENSG00000028116,4074,3377,3700,4620,5126,2415,2619,4643
gene:ENSG00000115392,968,648,711,1009,1166,748,565,964
gene:ENSG00000119866,2928,2369,2817,3105,2928,1657,1309,2927
gene:ENSG00000115421,1312,1124,1754,1701,2078,908,883,1207
gene:ENSG00000162924,5459,2929,4740,5993,5941,1641,1901,4981
gene:ENSG00000162927,1480,1029,1486,1571,1320,796,809,1374
gene:ENSG00000162928,1091,843,1129,1316,1306,603,691,857
gene:ENSG00000162929,2036,1394,1645,2121,1992,868,932,2009
gene:ENSG00000237651,632,547,923,1163,1194,475,472,770
gene:ENSG00000115464,9808,7314,12478,13920,15435,6148,6581,8923
gene:ENSG00000082898,3782,3051,6273,5145,8185,4005,4719,3384
gene:ENSG00000170264,536,510,561,650,771,366,281,620
gene:ENSG00000115484,1840,1575,3153,2683,5705,2506,2224,1733
gene:ENSG00000173163,6626,5959,7996,8243,9555,4032,3741,7666
gene:ENSG00000170340,1201,708,1039,1488,2529,1062,1091,865
gene:ENSG00000186889,185,148,144,231,163,63,134,256
gene:ENSG00000115504,6804,5484,6753,8450,7928,3503,4064,6757
gene:ENSG00000115507,77,58,68,89,100,63,100,105
gene:ENSG00000143951,13273,9470,11591,13788,12536,7256,6910,13624
gene:ENSG00000279485,0,0,0,0,0,0,0,0
gene:ENSG00000014641,1071,936,1708,1352,2469,1525,1255,969
gene:ENSG00000169764,2921,2533,4646,4882,6386,2551,2891,2738
gene:ENSG00000143952,2937,2170,2971,3303,3805,1704,1778,3046
gene:ENSG00000197329,4914,2305,3140,3427,5539,1684,2067,6058
gene:ENSG00000119862,201,334,157,132,450,229,409,319
gene:ENSG00000119844,3833,2862,4719,5050,7251,3332,3015,3556
gene:ENSG00000179833,3712,2469,3772,4037,4546,1763,1865,3797
gene:ENSG00000115902,1072,779,1040,1390,2669,2124,1247,1230
gene:ENSG00000011523,1640,1163,2133,1701,2147,722,757,1375
gene:ENSG00000138069,3624,2341,3176,3579,6172,2800,2468,4305
gene:ENSG00000138071,11645,9340,14839,16734,24004,9530,10096,15760
gene:ENSG00000198369,2522,1802,2082,2706,2549,1377,1579,2819
gene:ENSG00000280257,45,23,60,49,40,26,36,79
gene:ENSG00000143995,2404,1792,2002,2447,2143,1448,1624,2754
gene:ENSG00000143971,473,472,953,958,1075,431,479,358
gene:ENSG00000197223,1362,1064,1390,1689,1778,867,1033,1441
gene:ENSG00000243667,265,197,272,373,407,173,124,267
gene:ENSG00000273398,546,600,828,746,803,353,439,633
gene:ENSG00000115946,841,607,928,955,1414,665,642,728
gene:ENSG00000221823,0,0,0,0,0,0,0,0
gene:ENSG00000119865,405,487,374,484,422,318,329,507
gene:ENSG00000115956,9608,6414,8090,15841,21755,10357,9776,16431
gene:ENSG00000204923,180,104,269,196,293,115,128,151
gene:ENSG00000169621,2619,2080,2430,2687,2905,1272,1521,2641
gene:ENSG00000169618,21,19,13,34,20,36,11,35
gene:ENSG00000163219,7419,6140,10585,11992,10984,4398,4835,5897
gene:ENSG00000163217,149,89,142,123,106,71,72,131
gene:ENSG00000283586,82,52,50,61,63,39,43,64
gene:ENSG00000183607,70,90,82,116,85,90,66,90
gene:ENSG00000169605,71,65,70,64,63,29,51,84
gene:ENSG00000169604,3915,3230,3314,4099,3715,2146,2083,4288
gene:ENSG00000198380,2387,1544,2371,3008,4026,1986,1658,2130
gene:ENSG00000169599,1175,996,1421,1501,1797,691,735,1492
gene:ENSG00000115977,7782,6181,12759,12210,12885,4708,5367,7213
gene:ENSG00000196975,4848,3570,4382,6082,5209,2945,2968,5448
gene:ENSG00000087338,1753,1132,2075,2580,2732,1056,977,1294
gene:ENSG00000124380,114,78,213,263,349,154,154,161
gene:ENSG00000059728,2208,1287,1541,1881,3509,1486,1925,4038
gene:ENSG00000244617,68,32,110,33,54,33,29,53
gene:ENSG00000169564,7134,6328,11345,9853,12529,6591,5683,7632
gene:ENSG00000115998,1645,1259,1881,1960,1903,842,975,1892
gene:ENSG00000116001,0,0,1,0,3,2,2,0
gene:ENSG00000116005,1064,987,1666,1696,2057,712,654,909
gene:ENSG00000143977,614,516,886,924,1992,1004,982,776
gene:ENSG00000035141,853,685,1298,1494,2092,1103,820,826
gene:ENSG00000163235,1713,1480,1793,1919,1789,1112,1189,2168
gene:ENSG00000075340,2737,2282,2693,3061,3179,1811,1585,3199
gene:ENSG00000183733,231,201,203,258,216,139,112,254
gene:ENSG00000152672,378,208,304,320,287,140,165,274
gene:ENSG00000116031,94,67,79,67,85,61,51,83
gene:ENSG00000116035,585,476,383,616,586,426,312,689
gene:ENSG00000116039,0,1,11,7,2,4,0,0
gene:ENSG00000258881,974,786,871,1009,814,614,490,1149
gene:ENSG00000144031,211,199,198,301,226,166,99,310
gene:ENSG00000144043,0,0,0,0,0,0,0,0
gene:ENSG00000124357,3161,1969,2201,1935,2341,1748,1436,2724
gene:ENSG00000124370,645,459,767,819,914,440,384,611
gene:ENSG00000124383,1027,933,1797,1598,2269,867,870,879
gene:ENSG00000124374,988,844,1162,1183,1149,477,529,955
gene:ENSG00000075292,5491,4460,8865,8014,10248,3723,4012,4362
gene:ENSG00000135636,4473,3462,3640,4453,7261,4770,3674,7978
gene:ENSG00000003137,160,141,157,215,172,187,154,217
gene:ENSG00000144036,14984,11009,11768,14977,11003,8440,7218,10660
gene:ENSG00000116096,87,82,38,67,168,79,191,117
gene:ENSG00000135638,213,169,173,193,238,206,112,257
gene:ENSG00000144040,2559,1846,2350,2520,2803,1595,1516,2929
gene:ENSG00000135631,1610,1130,1593,1981,1614,916,931,1884
gene:ENSG00000214513,233,158,259,333,289,133,131,321
gene:ENSG00000135632,274,251,542,365,525,321,202,258
gene:ENSG00000135617,372,326,446,540,693,395,231,454
gene:ENSG00000135624,1711,1601,3045,2986,5550,3152,2223,1834
gene:ENSG00000163013,1014,718,1096,1199,1110,762,636,1022
gene:ENSG00000135625,34,15,33,35,24,33,22,39
gene:ENSG00000116127,4476,3276,4925,5130,4858,2607,2796,3863
gene:ENSG00000144035,25,16,47,25,9,26,19,32
gene:ENSG00000204872,35,52,40,24,59,38,212,47
gene:ENSG00000144034,476,414,771,744,998,471,504,613
gene:ENSG00000280037,2,3,9,5,10,4,6,5
gene:ENSG00000144048,608,464,882,949,999,481,487,612
gene:ENSG00000187833,821,629,1054,1263,1267,409,389,1201
gene:ENSG00000124356,1512,1181,1782,1968,2199,1106,1085,1639
gene:ENSG00000163017,564,408,538,636,565,313,356,686
gene:ENSG00000114956,1152,1001,1819,1679,2127,929,902,1278
gene:ENSG00000187605,5385,3354,4169,4691,4909,2854,2700,5456
gene:ENSG00000279181,3,5,7,6,3,3,4,4
gene:ENSG00000163170,438,388,461,599,884,433,394,446
gene:ENSG00000114978,5576,3372,5546,6476,10016,5066,4365,7494
gene:ENSG00000279201,13,12,8,26,7,8,12,23
gene:ENSG00000065911,1063,817,1104,1392,4500,2587,2088,2086
gene:ENSG00000264324,817,585,724,965,934,529,404,864
gene:ENSG00000188687,0,0,0,0,0,0,0,0
gene:ENSG00000204843,2641,2238,2875,2845,2451,2454,2035,1691
gene:ENSG00000159239,386,298,347,422,306,204,191,421
gene:ENSG00000284308,0,0,0,0,0,0,0,0
gene:ENSG00000005448,295,341,473,533,631,223,208,185
gene:ENSG00000114993,381,283,305,475,378,285,223,445
gene:ENSG00000115274,0,0,0,0,0,0,0,0
gene:ENSG00000274049,22,8,34,30,27,21,12,22
gene:ENSG00000239779,0,0,1,0,0,0,0,0
gene:ENSG00000115275,943,650,1539,1560,1774,1012,699,590
gene:ENSG00000204822,0,0,0,0,0,0,0,0
gene:ENSG00000135637,450,343,611,553,662,367,338,531
gene:ENSG00000115282,550,415,805,824,855,496,474,560
gene:ENSG00000179528,103,54,75,125,143,76,86,123
gene:ENSG00000115289,88,49,99,124,112,102,84,95
gene:ENSG00000115297,49,21,53,57,39,26,35,69
gene:ENSG00000144045,147,105,90,169,142,138,108,138
gene:ENSG00000115307,1417,1371,2405,2327,3791,2122,1363,1536
gene:ENSG00000115317,411,433,802,921,917,575,410,275
gene:ENSG00000115318,564,514,549,649,626,467,344,741
gene:ENSG00000115325,590,433,698,730,1068,587,543,683
gene:ENSG00000159374,1675,1343,1424,2020,1738,766,795,1963
gene:ENSG00000135622,461,354,660,638,604,398,305,547
gene:ENSG00000159399,1909,1134,1338,1283,1882,1614,1058,2031
gene:ENSG00000115350,866,856,1244,1021,1901,768,764,1532
gene:ENSG00000115353,2183,1494,1834,2438,2138,1362,1256,2507
gene:ENSG00000115363,1345,972,1114,1299,1169,816,796,1550
gene:ENSG00000115364,1129,1037,1702,1502,2362,1117,1025,1217
gene:ENSG00000005436,1305,968,1681,1516,1814,927,891,1314
gene:ENSG00000176204,11625,10339,11991,10468,9228,6896,9116,10229
gene:ENSG00000143954,16,10,30,11,18,25,5,29
gene:ENSG00000172023,18,33,38,44,49,34,33,27
gene:ENSG00000115386,47,28,37,40,74,32,19,51
gene:ENSG00000172016,31,12,16,23,27,29,17,19
gene:ENSG00000066032,19604,15671,16596,20544,17594,12315,11620,21234
gene:ENSG00000162951,238,239,224,256,240,130,140,267
gene:ENSG00000163541,1336,1127,1734,1630,2923,1395,1155,1279
gene:ENSG00000115423,4693,3397,4294,4703,4493,2398,2175,5036
gene:ENSG00000186854,3086,3457,8053,4271,10112,4938,3957,3492
gene:ENSG00000034510,22055,25810,39966,33210,76914,29188,44756,50519
gene:ENSG00000176407,3045,2384,3450,3771,4840,1936,1903,3214
gene:ENSG00000152284,3899,3348,3979,4654,3961,2822,2484,4807
gene:ENSG00000152291,7766,5307,10669,9798,14453,5487,5810,8629
gene:ENSG00000042445,577,495,829,879,1095,680,561,639
gene:ENSG00000115459,1671,1088,1737,1845,1842,841,783,1635
gene:ENSG00000042493,1625,1092,1376,1231,2900,1751,1377,2975
gene:ENSG00000152292,298,196,209,291,232,268,278,301
gene:ENSG00000168906,1500,755,1500,1733,2629,1376,1646,1282
gene:ENSG00000115486,568,457,644,717,989,729,487,495
gene:ENSG00000118640,3363,3453,5717,5350,8109,3555,3847,5854
gene:ENSG00000168899,893,1163,1453,1757,2613,1158,1168,3091
gene:ENSG00000168894,408,401,803,624,1414,729,564,783
gene:ENSG00000168890,218,176,213,190,277,103,118,214
gene:ENSG00000168883,1644,1602,2398,2286,3043,1532,1202,1946
gene:ENSG00000168887,965,793,1524,1276,1543,648,536,1078
gene:ENSG00000168878,296,162,187,291,276,149,134,325
gene:ENSG00000115523,6021,7122,10899,46915,13965,3137,8557,1962
gene:ENSG00000168874,568,505,515,689,583,441,402,682
gene:ENSG00000115525,2628,1890,2994,3190,3685,1907,1696,2855
gene:ENSG00000068654,2411,1831,2741,3078,3067,2157,1680,2326
gene:ENSG00000132300,2066,1792,3272,3062,4198,1811,1459,1554
gene:ENSG00000132305,2192,1867,2650,3144,5016,2703,2440,2633
gene:ENSG00000132313,396,323,570,631,1068,625,483,338
gene:ENSG00000068615,2687,2337,2499,3220,2441,1628,1474,3070
gene:ENSG00000115548,2456,1875,3851,3641,3698,1511,1451,1496
gene:ENSG00000115561,1268,1053,1969,1274,1969,787,748,1602
gene:ENSG00000249884,2827,2246,2480,3025,2671,1292,1375,3088
gene:ENSG00000239305,0,0,0,0,0,0,0,0
gene:ENSG00000153561,2923,1915,3257,3181,4244,1738,1754,2293
gene:ENSG00000153563,2275,6002,7403,3690,10903,3586,2538,1420
gene:ENSG00000172116,1446,2394,3022,1904,4196,1209,1014,1180
gene:ENSG00000187627,1975,1508,1906,2116,2998,1689,1231,2108
gene:ENSG00000183281,379,300,434,499,528,178,179,346
gene:ENSG00000233999,11,9,16,15,110,240,40,9
gene:ENSG00000125551,219,199,310,294,324,114,137,252
gene:ENSG00000185304,1374,1100,1622,1580,2331,1261,1057,1492
gene:ENSG00000172086,1565,1180,1928,1911,2206,888,894,1378
gene:ENSG00000115593,954,558,693,808,699,525,450,863
gene:ENSG00000163586,101,76,81,145,111,77,64,133
gene:ENSG00000144115,343,224,291,399,294,250,177,373
gene:ENSG00000214336,57,48,48,59,53,40,37,100
gene:ENSG00000172073,56,50,37,68,50,39,33,79
gene:ENSG00000172071,2762,1649,2757,3463,4636,2251,1690,2433
gene:ENSG00000153574,1502,1114,1716,1813,2350,1080,979,1491
gene:ENSG00000211592,2902,8392,23334,49832,269403,318296,92406,14099
gene:ENSG00000211593,0,7,12,19,43,43,13,6
gene:ENSG00000211594,4,4,14,11,36,35,3,12
gene:ENSG00000211595,1,0,6,3,9,14,7,5
gene:ENSG00000211596,0,0,0,3,2,7,2,0
gene:ENSG00000211597,0,3,4,6,19,21,5,2
gene:ENSG00000211598,20,53,55,632,1210,3596,796,116
gene:ENSG00000211599,7,15,20,21,138,34,15,10
gene:ENSG00000243466,6,14,201,63,1150,1097,259,27
gene:ENSG00000239855,2,3,8,17,97,299,20,6
gene:ENSG00000243063,40,11,2,17,68,90,30,14
gene:ENSG00000240671,4,5,5,14,77,159,93,12
gene:ENSG00000241755,10,3,10,20,110,697,96,47
gene:ENSG00000241351,12,23,18,48,701,1408,368,21
gene:ENSG00000243290,2,7,21,15,190,371,96,9
gene:ENSG00000244437,25,28,44,62,772,1505,345,11
gene:ENSG00000240864,4,3,51,9,57,230,314,2
gene:ENSG00000240382,3,6,9,9,101,455,61,15
gene:ENSG00000239951,12,35,38,76,1002,2342,297,40
gene:ENSG00000211611,2,4,9,11,17,34,7,36
gene:ENSG00000241294,15,8,8,11,29,121,7,5
gene:ENSG00000244575,5,7,6,10,119,192,7,5
gene:ENSG00000244116,2,13,47,49,467,489,188,29
gene:ENSG00000243238,12,12,9,12,139,427,83,13
gene:ENSG00000242076,47,36,37,36,117,818,42,62
gene:ENSG00000239862,8,7,14,12,26,79,8,14
gene:ENSG00000242371,16,17,7,103,420,2155,135,21
gene:ENSG00000273962,3,0,5,5,17,31,13,10
gene:ENSG00000251039,6,4,21,10,18,35,18,9
gene:ENSG00000251546,12,13,16,87,425,2180,146,24
gene:ENSG00000250036,19,7,12,10,31,66,13,6
gene:ENSG00000239975,44,50,36,69,145,826,53,71
gene:ENSG00000239571,13,15,12,8,81,274,81,21
gene:ENSG00000243264,14,12,11,14,124,283,3,15
gene:ENSG00000242534,4,10,43,44,453,526,173,15
gene:ENSG00000211623,7,9,11,9,54,44,4,10
gene:ENSG00000241566,13,8,6,15,11,49,3,12
gene:ENSG00000225523,4,1,5,5,8,26,7,17
gene:ENSG00000211625,17,23,13,42,523,1131,201,22
gene:ENSG00000211626,16,7,3,1,5,14,6,5
gene:ENSG00000242766,2,5,9,5,36,269,37,9
gene:ENSG00000241244,2,1,13,3,58,219,267,4
gene:ENSG00000224041,21,4,4,29,185,388,76,9
gene:ENSG00000276566,3,6,8,4,50,131,44,3
gene:ENSG00000278857,6,3,9,10,154,316,88,9
gene:ENSG00000211632,7,15,13,30,250,601,164,15
gene:ENSG00000211633,4,3,3,7,29,46,12,16
gene:ENSG00000242580,2,6,9,4,30,13,11,6
gene:ENSG00000239819,3,18,10,18,104,269,67,9
gene:ENSG00000228325,13,19,8,16,104,230,47,9
gene:ENSG00000259916,213,207,224,259,266,176,159,368
gene:ENSG00000163060,55,35,30,63,49,22,36,59
gene:ENSG00000172005,1089,1200,4158,1657,5887,1250,1320,1214
gene:ENSG00000144029,2219,1432,2354,2289,3488,1649,1399,1913
gene:ENSG00000144026,375,309,719,727,591,314,314,323
gene:ENSG00000275111,512,449,563,645,513,293,340,509
gene:ENSG00000233757,792,748,899,987,876,596,506,931
gene:ENSG00000155066,180,144,179,177,187,144,137,230
gene:ENSG00000115041,1397,1074,1179,1353,1155,995,765,1490
gene:ENSG00000115042,457,413,654,615,788,420,333,382
gene:ENSG00000144010,78,43,40,77,69,35,37,82
gene:ENSG00000144015,67,45,39,73,56,30,28,50
gene:ENSG00000174501,2811,2023,3588,4144,3611,1316,1751,2010
gene:ENSG00000186281,230,249,189,289,351,239,190,260
gene:ENSG00000274286,37,41,33,40,48,28,23,51
gene:ENSG00000188886,225,213,229,309,341,159,145,323
gene:ENSG00000158050,2591,1287,2194,2607,1877,404,732,1815
gene:ENSG00000084090,2279,1899,2902,3411,4789,2982,2323,2631
gene:ENSG00000135956,2086,1349,2071,1947,2490,1476,1263,2400
gene:ENSG00000144021,3047,2233,4122,4528,5606,2339,2583,2460
gene:ENSG00000144028,4780,4587,8316,8082,7761,4724,4072,4216
gene:ENSG00000198885,440,451,621,1123,875,484,375,283
gene:ENSG00000121152,833,727,778,1221,1726,1029,598,873
gene:ENSG00000163121,175,139,189,237,187,100,84,211
gene:ENSG00000196843,1599,905,2163,2240,2451,860,1123,1655
gene:ENSG00000114982,2127,1566,2005,2824,2472,1281,1481,1644
gene:ENSG00000249715,4101,3195,4289,2474,1613,3157,2707,1973
gene:ENSG00000114988,1042,655,913,1122,1258,650,520,1011
gene:ENSG00000158158,1967,1332,1577,1988,1615,960,901,1766
gene:ENSG00000168763,863,749,1296,1412,1409,673,393,619
gene:ENSG00000163126,882,789,1379,1361,1418,514,511,709
gene:ENSG00000213337,0,0,1,1,3,4,0,0
gene:ENSG00000168758,293,254,427,544,246,240,159,253
gene:ENSG00000168754,2174,1842,1991,2843,2469,1528,1257,3054
gene:ENSG00000144199,287,225,358,392,487,266,200,286
gene:ENSG00000279791,75,56,72,110,67,44,38,75
gene:ENSG00000135976,3682,2234,3870,4900,4153,1355,1791,2388
gene:ENSG00000196912,1854,1351,2874,2632,2712,1079,1380,1200
gene:ENSG00000135940,2111,2101,3244,2833,7211,3597,3357,3924
gene:ENSG00000115073,1202,1081,1791,1925,1770,1131,716,1029
gene:ENSG00000228486,1071,869,1074,1316,1128,590,525,1253
gene:ENSG00000115085,3137,2666,5307,7637,4713,2177,2597,1380
gene:ENSG00000075568,8651,7610,9347,8598,8892,10891,7562,6569
gene:ENSG00000168658,3733,2797,2881,3778,3122,2047,1996,3761
gene:ENSG00000144191,753,599,805,960,676,517,406,957
gene:ENSG00000040933,7389,4897,8944,11568,10075,4629,4874,4627
gene:ENSG00000183513,638,466,1187,922,1184,518,540,476
gene:ENSG00000115446,668,479,774,901,996,525,479,474
gene:ENSG00000071073,3322,2814,6800,5927,7256,2116,3028,2980
gene:ENSG00000196872,2294,1581,2085,2357,2133,1406,1228,2619
gene:ENSG00000135951,2309,2089,2416,2895,2680,1464,1283,2553
gene:ENSG00000273045,0,0,0,0,0,0,0,0
gene:ENSG00000241962,2538,1891,2535,2992,2760,1947,1378,2541
gene:ENSG00000144182,0,0,0,0,0,0,0,0
gene:ENSG00000273155,0,0,0,0,0,0,0,0
gene:ENSG00000158411,797,678,1273,1208,1430,598,566,720
gene:ENSG00000185414,0,0,0,0,0,0,0,0
gene:ENSG00000185674,295,229,212,361,262,132,175,388
gene:ENSG00000144214,731,340,340,450,442,208,194,437
gene:ENSG00000115514,802,637,1169,1173,1306,725,625,853
gene:ENSG00000158417,2417,2212,3665,3878,6145,3118,2780,2310
gene:ENSG00000135945,2353,2002,3184,3105,3841,1462,1413,2170
gene:ENSG00000144218,14659,11635,14288,16768,13746,6669,6272,14864
gene:ENSG00000170500,919,795,995,1087,887,493,495,1010
gene:ENSG00000115526,551,416,519,747,594,368,365,648
gene:ENSG00000204640,216,122,151,178,179,99,130,200
gene:ENSG00000115539,506,445,664,623,1009,566,446,554
gene:ENSG00000170485,3232,2830,2883,3987,3444,2105,1945,3891
gene:ENSG00000071082,9763,13299,29739,17938,31379,9263,12017,13883
gene:ENSG00000204634,6340,4112,4943,5931,6013,2916,2947,6979
gene:ENSG00000158435,1091,717,1345,1460,1923,855,750,908
gene:ENSG00000163162,6301,3873,6028,6500,9450,3283,3895,9163
gene:ENSG00000175874,738,529,589,823,696,405,401,816
gene:ENSG00000196460,1457,1150,1463,1676,1446,862,861,1670
gene:ENSG00000071054,8073,5547,9385,8613,11658,3836,4951,8076
gene:ENSG00000115590,1034,803,888,1048,812,558,1050,1391
gene:ENSG00000115594,1881,1521,1491,2206,1872,1172,1165,2018
gene:ENSG00000115598,790,632,633,773,685,494,430,970
gene:ENSG00000115602,0,0,0,0,0,0,0,0
gene:ENSG00000115604,1135,1065,1289,2387,1419,617,890,925
gene:ENSG00000115607,1589,798,1405,3558,877,492,764,1016
gene:ENSG00000180251,591,519,538,629,505,454,383,706
gene:ENSG00000115616,1387,1132,1441,1625,1417,840,842,1691
gene:ENSG00000135953,658,506,682,769,902,482,306,494
gene:ENSG00000170417,4053,3302,3919,4148,3774,2594,2254,4411
gene:ENSG00000279904,18,14,22,18,23,4,1,27
gene:ENSG00000198914,27,21,33,38,41,34,36,57
gene:ENSG00000135972,1195,1032,1561,1879,1991,897,806,1148
gene:ENSG00000135973,15,26,22,24,15,14,23,27
gene:ENSG00000135966,1940,1556,2250,2357,2674,1633,1299,1816
gene:ENSG00000135974,555,413,899,884,1197,412,407,416
gene:ENSG00000115641,1548,1080,1277,1610,1461,872,940,1907
gene:ENSG00000071051,4334,3583,6549,4678,7984,2765,3563,3900
gene:ENSG00000119147,237,221,243,295,281,158,160,356
gene:ENSG00000115652,2292,1805,3426,2930,4510,1651,1735,2547
gene:ENSG00000153165,1502,1130,1596,1772,2131,858,888,1586
gene:ENSG00000254126,1131,1240,1603,1341,2197,909,697,1262
gene:ENSG00000144057,1172,758,813,1056,1070,701,656,1159
gene:ENSG00000196862,1250,829,1287,1439,1753,773,672,1243
gene:ENSG00000115665,303,226,355,267,319,145,142,280
gene:ENSG00000196228,187,149,128,175,212,102,96,231
gene:ENSG00000198203,415,316,386,483,400,233,262,491
gene:ENSG00000198075,254,122,164,199,210,112,92,246
gene:ENSG00000135968,3169,3156,5181,4017,7842,1873,2458,2199
gene:ENSG00000169756,4651,4733,5619,5320,9465,3959,5189,6695
gene:ENSG00000153201,3844,2828,5614,5139,8657,3943,3546,3160
gene:ENSG00000163006,1971,1588,2196,2236,2476,1041,1027,1994
gene:ENSG00000135960,1606,1339,2144,1866,1991,1025,975,1909
gene:ENSG00000172985,6162,4905,6291,6842,6357,4616,3820,7537
gene:ENSG00000186522,1132,927,1105,1412,1273,629,722,1504
gene:ENSG00000198142,160,61,127,96,92,69,50,161
gene:ENSG00000015568,1324,1026,1467,1703,2001,780,841,1288
gene:ENSG00000256977,0,0,0,0,0,0,0,0
gene:ENSG00000284337,815,823,874,883,823,440,499,1003
gene:ENSG00000144063,420,352,284,411,333,296,232,463
gene:ENSG00000144061,1128,971,1126,1166,1136,654,643,1278
gene:ENSG00000175701,412,414,554,557,708,374,350,544
gene:ENSG00000257207,850,781,833,947,785,414,491,992
gene:ENSG00000256671,0,0,0,0,0,0,0,0
gene:ENSG00000183054,1382,958,1447,1738,2040,727,757,1222
gene:ENSG00000169679,650,559,623,797,2470,1831,862,677
gene:ENSG00000153093,6411,5457,6953,7388,7433,4122,3831,7528
